Country Name,Country Code,Indicator Name,Indicator Code,year_1960,year_1961,year_1962,year_1963,year_1964,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032409189,3422735302,4466353635,5928788781,5486918995,5920366628,6565668781,6690228489,7001180246,7708459145,7084795708,6846373277,6979791187,7491654051,7314966839,6684229269,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883847,39232435753,42161481825,48421923421,56480289896,59554854576,45865462034,50134942161,53085455825,58447994967,62422483001,67351407965,71463193831,85515269585,99525899116,98472796457,1.03E+11,1.21E+11,1.37E+11,1.53E+11,1.86E+11,1.93E+11,2.01E+11,2.18E+11,2.12E+11,2.33E+11,2.49E+11,2.79E+11,2.97E+11,2.96E+11,3.21E+11,2.70E+11,2.88E+11,2.79E+11,3.27E+11,3.60E+11,3.93E+11,4.16E+11,4.21E+11,4.59E+11,4.68E+11,4.85E+11,5.15E+11,6.08E+11,7.09E+11,8.20E+11,9.40E+11,1.22E+12,1.20E+12,1.34E+12,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12,2.70E+12,2.84E+12,2.67E+12,3.15E+12,3.39E+12
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,1.00E+11,1.09E+11,1.29E+11,1.65E+11,1.94E+11,2.12E+11,2.32E+11,2.70E+11,2.75E+11,2.36E+11,2.22E+11,2.39E+11,2.26E+11,2.38E+11,2.59E+11,2.92E+11,2.99E+11,3.36E+11,3.86E+11,3.99E+11,4.26E+11,5.04E+11,5.29E+11
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134386,4426949090,4693566412,4928628013,5379845642,6197319923,6789938665,7555383683,8623172951,9743089598,10976245143,13731802908,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,1.00E+11,1.26E+11,1.56E+11,1.62E+11,1.80E+11,2.09E+11,1.34E+11,1.23E+11,1.20E+11,1.25E+11,,,63743623232,71841461173,96419225744,1.20E+11,1.14E+11,1.10E+11,1.14E+11,1.10E+11,1.27E+11,1.29E+11,1.54E+11,1.90E+11,2.26E+11,2.66E+11,3.50E+11,4.12E+11,4.16E+11,4.87E+11,6.26E+11,6.44E+11,4.93E+11,4.60E+11,4.08E+11,4.58E+11,4.87E+11,3.28E+11,2.84E+11,2.40E+11,3.59E+11,3.89E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1683918769,1831479831,1954399502,1978199492,2340239348,,,,2896598847,3007758802,3281318693,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,1.80E+11,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.35E+11,2.28E+11,1.67E+11,1.67E+11,1.87E+11,2.27E+11,2.34E+11,1.81E+11,2.08E+11,2.64E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434274.5,253885452,284916520.9,340061655.8,434267944.2,523694958.2,628893321,621225998.6,474399519.6,414709309.1,526704545.5,670251136.4,839648790.7,1154386886,1515165330,1406875081,1669473116,2208509077,2511818476,2853435054,3381389885,3493005069,3206617991,2765954047,2864437622,2984054753,3989626784,5520320783,6106638182,5672570278,6468739130,6909725408,7080977636,6218583218,6389462322,7123637089,7426082271,7569673904,8503689104,8982048417,9025660362,8234846523,9318398444,11429335645,13825309101,16852971987,17465318552,21652505597,18074619562,13154416197,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24663643102,21553080484,25552639899,27841648044
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2887228552,3487229867,2596557416,2992339893,3405340798,3663341364,3980008725,3921089676,3959151536,4568010013,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E+11,1.15E+11,1.19E+11,1.20E+11,1.21E+11,1.36E+11,1.35E+11,1.25E+11,1.31E+11,1.40E+11,1.47E+11,1.59E+11,1.84E+11,2.21E+11,2.12E+11,2.38E+11,2.67E+11,2.62E+11,2.98E+11,3.14E+11,3.03E+11,3.22E+11,3.58E+11,3.77E+11,4.02E+11,4.13E+11,4.89E+11,5.22E+11
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13E+11,1.25E+11,1.45E+11,1.75E+11,2.00E+11,2.28E+11,2.25E+11,2.58E+11,3.15E+11,3.94E+11,4.77E+11,4.31E+11,4.27E+11,4.43E+11,4.38E+11,4.52E+11,6.40E+11,8.06E+11,8.92E+11,9.29E+11,1.18E+12,1.25E+12,1.32E+12,1.06E+12,1.10E+12,1.17E+12,1.31E+12,1.24E+12,1.27E+12,1.25E+12,1.15E+12,1.17E+12,1.28E+12,1.58E+12,1.81E+12,1.86E+12,1.95E+12,2.21E+12,2.41E+12,2.20E+12,2.14E+12,2.29E+12,2.09E+12,2.14E+12,2.16E+12,1.84E+12,1.88E+12,1.96E+12,2.09E+12,2.01E+12,1.90E+12,2.11E+12,2.01E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699064380.8,748043501.2,777727689.4,826706669.8,897949001.4,972159611.7,1096759562,1148014312,1083839133,1191239405,1404720442,1539862278,1875146587,1905917553,2375122375,2860442750,2966042856,3249733140,2644527198,2425063772,2679379373,2979027968,3293496314,3619261343,2373564449,2100238893,2754549414,3287007521,3828342704,4404938109,4592208087,4106207649,3535460090,5440075676,5452558892,6577520705,7393891854,8400041803,8787195622,8887058073,9005064475,9194727831,9719009562,9430234852,10174664854,11243865788,11930179173,12799600075,13709401444,12120458141,13220549858,14444661488,14807086491,14264205124,13899225340,14188938781,14077105503,14808984881,15730791526,15830766372,13812421859,14657586359,17097760745
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599759761.2,657999738,631679748.5,561119776.6,698879721.7,639519745.3,678159730,788479129.8,943784219,1197485192,1363074923,1708519509,2096780731,2602208597,3271365161,3910044487,4383940294,4681245433,4920689946,4967162168,4993601524,6402053537,6756214753,6277443443,4221374898,4160089597,4344468257,5310830590,5606401570,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975812449,9582512831,10195627645,11411706629,12588998590,15056981664,17110442867,22658730357,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44503005775,43579916197,45116317042,47451499859
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342906,53508617686,60723018623,69498131728,81749006300,90950278167,1.06E+11,1.24E+11,1.47E+11,1.72E+11,2.13E+11,2.40E+11,3.18E+11,4.32E+11,4.80E+11,5.22E+11,5.86E+11,7.21E+11,1.01E+12,1.06E+12,1.11E+12,1.22E+12,1.13E+12,1.24E+12,1.32E+12,1.40E+12,2.08E+12,2.53E+12,3.07E+12,3.05E+12,3.13E+12,3.58E+12,3.91E+12,4.45E+12,5.00E+12,5.55E+12,4.92E+12,4.49E+12,4.10E+12,4.64E+12,4.97E+12,4.37E+12,4.18E+12,4.52E+12,4.89E+12,4.83E+12,4.60E+12,4.58E+12,5.11E+12,5.29E+12,5.76E+12,6.23E+12,6.27E+12,5.21E+12,4.90E+12,4.44E+12,5.00E+12,4.93E+12,5.04E+12,5.12E+12,5.05E+12,5.01E+12,4.23E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,1.05E+11,1.33E+11,1.15E+11,1.48E+11,1.93E+11,2.08E+11,2.37E+11,2.21E+11,1.84E+11,1.37E+11,1.67E+11,1.79E+11,1.82E+11,1.71E+11,1.97E+11,2.21E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2509001444,2969958812,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151488882,8209120678,5751786610,7148148564,9046320197,12045865466,13115764433,14093998844,12896010520,12705350153,12986007426,13147736954,14904517650,16095337094,18737895401,25825512278,31958195182,35895153328,42347217913,45405615233,46869473166,56396704833,61671440481,68285796663,70120446664,74815143796,82036511259,92202979941,1.00E+11,1.01E+11,1.10E+11,1.13E+11
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246796,2834168893,3802570572,5139958956,4690061344,4794361821,6197765942,6605142864,7335033799,7468102369,6678177483,6813095396,7702938395,8271106196,8871019823,7780873259,8740681889,10930644915
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235913,10351914178,10401851767,11242275289,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200589,24571753582,27089390033,25872797892,26961061152,29956769529
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55083890.19,41110417.18,38746985.32,45212135.1,42618216.24,42129506.15,43667390.52,40573595.73,37837326.55,42123029.99,32125260.59,31417654.83,35709784.48,44534439.32,44282893.89,42933307.66,47516824.01,47736260.83,46920900.88,54834548.93,56336670.91,66517285.36,67538482.09,65333678.15,69034484.98,67253134.61,63099885.31,72197928.62,90231027.78,102370615.2,112136227.8,110237144.5,132674795.9,141045173.6,132421058.9,155305532.9,180672664.8,189629948.8,184543103.7,177868153.1,170292283.2,178507958.1,188540699.1,196501504.2,175181684.8,177553260.1,227610034.8,223352943.2
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366635.74,12483302.12,12541635.31,12833301.24,13416633.12,13593932.32,14469078.18,16742338.25,14599999.99,15849999.99,16299999.99,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496296.3,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718518.5,836092592.6,825381481.5,874896296.3,953170370.4,957037037,1008100000,1058944444,1076922222,1107844444,884522222.2,860844444.4,961563259.3
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958824424,2417638423,2814626210,3988476879,3459032883,3120870871,3929018943,4855833210,6119284294,7678720155,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,1.01E+11,1.17E+11,1.48E+11,2.00E+11,2.47E+11,2.83E+11,3.31E+11,3.56E+11,3.93E+11,4.64E+11,5.67E+11,6.10E+11,5.70E+11,3.83E+11,4.98E+11,5.76E+11,5.48E+11,6.27E+11,7.03E+11,7.93E+11,9.35E+11,1.05E+12,1.17E+12,1.05E+12,9.44E+11,1.14E+12,1.25E+12,1.28E+12,1.37E+12,1.48E+12,1.47E+12,1.50E+12,1.62E+12,1.72E+12,1.65E+12,1.64E+12,1.81E+12,1.67E+12
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097199165,2391199048,2441599028,2662798940,2769198897,2873638856,3880395313,4450540660,5408798852,13006929853,12022797844,13132234133,14137406790,15503571644,24749056549,28638824315,25057990467,21577153431,20871105020,21700088898,21445952793,17904010287,22368684066,20690303615,24313821169,18427777778,11010010088,19858555215,23941391391,24848483838,27187006077,31492419238,30350207213,25943736431,30122398833,37718794714,34889597791,38135756834,47874659168,59439090601,80798630137,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11,1.38E+11,1.36E+11,1.06E+11,1.37E+11,1.85E+11
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,68172083255,71358741143,77592630260,78189337826,89672295454,97220145030,1.07E+11,1.09E+11,1.18E+11,1.32E+11,1.43E+11,1.59E+11,1.81E+11,2.42E+11,3.18E+11,3.42E+11,3.73E+11,4.05E+11,4.91E+11,5.40E+11,6.53E+11,7.47E+11,6.89E+11,5.95E+11,6.39E+11,6.29E+11,6.38E+11,6.99E+11,7.60E+11,8.64E+11,1.04E+12,1.10E+12,1.18E+12,1.39E+12,1.59E+12,1.68E+12,1.83E+12,2.00E+12,2.01E+12,1.78E+12,1.97E+12,1.91E+12,1.72E+12,1.76E+12,2.01E+12,2.43E+12,2.84E+12,3.35E+12,3.88E+12,3.60E+12,4.51E+12,5.27E+12,5.24E+12,5.38E+12,5.41E+12,4.60E+12,4.47E+12,4.98E+12,4.84E+12,4.77E+12,4.02E+12,5.05E+12,5.78E+12
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142853,2366666616,1776842089,1087273104,598961269.3,714046821.1,865559879.3,1028087972,1127806945,1327748690,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252627,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705,18827148530,15724383783
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254,23131941557,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982500,3509000000,4001047150
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904164239,31991785108,33887005288,30660029871,28610532505,25541383197,27884630118,30700890193,27251275903,35975878804,38270983032,34112079629,20481889764,26265625000,33122307692,47334697612,60094248772,68032985520,86710739535,60808538330,75380800664,48169243832,92540964666,75351117628,57372352562,48717506273,49912085228,67157451660,76686048499,69254143968,46808208747,39798423941,45752336036
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,170370370.4,194444444.4,183333333.3,197037037,251481481.5,284444444.4,340000000,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1482370370,1568370370,1598222222,1660222222,1749296296,1807222222,1865444444,1996703704,2057074074,2094185185,1516000000,1691259259,2065027556
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,84318575228,89675894613,98223077655,99825291121,1.11E+11,1.19E+11,1.31E+11,1.34E+11,1.44E+11,1.61E+11,1.75E+11,1.95E+11,2.20E+11,2.92E+11,3.79E+11,3.98E+11,4.36E+11,4.79E+11,5.74E+11,6.44E+11,7.83E+11,8.94E+11,8.29E+11,7.26E+11,7.64E+11,7.56E+11,7.65E+11,8.21E+11,9.01E+11,9.95E+11,1.18E+12,1.26E+12,1.36E+12,1.58E+12,1.79E+12,1.92E+12,2.08E+12,2.28E+12,2.30E+12,2.08E+12,2.29E+12,2.24E+12,2.01E+12,2.06E+12,2.37E+12,2.86E+12,3.35E+12,3.95E+12,4.59E+12,4.31E+12,5.35E+12,6.09E+12,6.16E+12,6.31E+12,6.43E+12,5.38E+12,5.25E+12,5.83E+12,5.71E+12,5.62E+12,4.78E+12,5.95E+12,6.75E+12
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1.14E+11,1.15E+11,1.13E+11,1.07E+11,1.07E+11,1.12E+11,1.21E+11,1.33E+11,1.46E+11,1.58E+11,1.83E+11,1.99E+11,1.56E+11,1.55E+11,1.36E+11,1.57E+11,1.74E+11,1.83E+11,1.86E+11,1.91E+11,2.19E+11,2.14E+11,2.33E+11,2.61E+11,3.01E+11,3.56E+11,4.12E+11,4.94E+11,6.04E+11,6.08E+11,6.90E+11,8.02E+11,8.42E+11,9.17E+11,9.86E+11,9.55E+11,9.91E+11,1.10E+12,1.09E+12,1.14E+12,1.16E+12,1.27E+12,1.42E+12
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,79273100613,82152079439,83082665445,80808247585,79897230355,80959127303,93711044718,1.09E+11,96499580055,1.07E+11,1.33E+11,1.50E+11,1.09E+11,1.14E+11,1.12E+11,1.27E+11,1.41E+11,1.52E+11,1.56E+11,1.59E+11,1.87E+11,1.86E+11,2.01E+11,2.19E+11,2.57E+11,3.08E+11,3.56E+11,4.27E+11,5.13E+11,5.26E+11,5.92E+11,4.31E+11,4.09E+11,4.17E+11,4.49E+11,4.50E+11,4.44E+11,4.91E+11,4.16E+11,4.42E+11,4.36E+11,4.68E+11,5.22E+11
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.77,104889791.1,124940289.4,165928864.1,193980464.9,246389070.1,272489336.9,303493119.6,436912068,503173104.7,534699256.8,511647837.1,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983801,1421508875,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5456099685,6391711429,6657526636,6268513140,6237299538,6474310910,6692618411,6436467007,6405765970,7186428783,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279802451,32350238663,40713826321,42066223971,58636160849,67753284135,70447217164,77000578207,82528535573,85140955517,88012281910,94376237832,94493871351,89014978319,84440535699,88496535599,74403578363
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,88132926256,93268101023,94753315348,1.05E+11,1.18E+11,1.28E+11,1.18E+11,1.26E+11,1.34E+11,1.49E+11,1.65E+11,1.74E+11,1.88E+11,2.30E+11,3.01E+11,3.33E+11,3.67E+11,4.18E+11,4.61E+11,5.39E+11,6.43E+11,7.76E+11,7.97E+11,7.96E+11,7.81E+11,8.37E+11,9.02E+11,8.87E+11,8.97E+11,8.85E+11,9.48E+11,8.81E+11,9.23E+11,8.97E+11,9.53E+11,1.08E+12,1.21E+12,1.25E+12,1.25E+12,1.31E+12,1.36E+12,1.40E+12,1.47E+12,1.68E+12,1.96E+12,2.29E+12,2.69E+12,3.32E+12,3.74E+12,3.79E+12,4.53E+12,5.19E+12,5.46E+12,5.58E+12,5.87E+12,5.72E+12,6.00E+12,6.45E+12,6.61E+12,6.87E+12,6.62E+12,7.59E+12,8.11E+12
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,3.28E+11,3.26E+11,3.34E+11,3.61E+11,4.05E+11,4.48E+11,4.64E+11,4.76E+11,5.02E+11,5.62E+11,6.16E+11,6.63E+11,7.42E+11,9.46E+11,1.20E+12,1.33E+12,1.43E+12,1.60E+12,1.78E+12,2.06E+12,2.43E+12,2.73E+12,2.69E+12,2.60E+12,2.68E+12,2.78E+12,2.89E+12,3.01E+12,3.18E+12,3.32E+12,3.83E+12,3.70E+12,3.82E+12,4.08E+12,4.41E+12,4.95E+12,5.43E+12,5.75E+12,5.57E+12,5.45E+12,5.96E+12,6.01E+12,6.16E+12,6.95E+12,8.24E+12,9.81E+12,1.16E+13,1.44E+13,1.72E+13,1.68E+13,2.05E+13,2.42E+13,2.57E+13,2.72E+13,2.81E+13,2.67E+13,2.69E+13,2.96E+13,3.14E+13,3.21E+13,3.10E+13,3.70E+13,3.91E+13
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579986.18,35699985.73,41859983.27,47039981.2,51939979.24,54879978.07,56699977.34,59261976.32,61445975.45,65967973.64,68739972.53,76480293.95,80913175.46,121188698.6,150851315.7,149558945.4,147659999.9,193314999.8,266569999.8,290134729.7,431542682.2,434188034.2,348741737.3,386699308.9,333163557.4,268629925.9,318858469.5,402768258.5,470395904.1,495409138.2,596410302.2,704325366.7,831029813.1,835582169,878250862.8,1001894000,946112456.2,998004330.9,928460865.1,912773656.2,887291645.3,825706961.2,775777263.1,1157825409,1511236656,1682343439,1800092519,1682025303,1766820422,1740835820,2234731974,2579421686,2477702253,2367113170,2441063169,2359754088,2114426469,2306741599,2556247156,2436029588,2117736528,2373416269,2553459763
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1.88E+11,1.74E+11,1.78E+11,1.94E+11,2.13E+11,2.40E+11,2.67E+11,2.68E+11,2.73E+11,3.04E+11,3.46E+11,3.85E+11,4.42E+11,5.70E+11,6.71E+11,7.38E+11,7.95E+11,9.22E+11,9.60E+11,1.14E+12,1.31E+12,1.37E+12,1.39E+12,1.28E+12,1.34E+12,1.45E+12,1.54E+12,1.63E+12,1.77E+12,1.89E+12,2.04E+12,2.04E+12,2.08E+12,2.17E+12,2.46E+12,3.02E+12,3.33E+12,3.49E+12,3.36E+12,3.11E+12,3.41E+12,3.52E+12,3.74E+12,4.26E+12,5.12E+12,6.17E+12,7.45E+12,9.38E+12,1.17E+13,1.13E+13,1.36E+13,1.65E+13,1.77E+13,1.90E+13,1.98E+13,1.85E+13,1.86E+13,2.06E+13,2.26E+13,2.30E+13,2.25E+13,2.68E+13,2.81E+13
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54760617013,56914826861,66414994992,70334299008
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1457768455,1518773421,1901697370,2609875802,3183637117,3123333333,3423586207,3789321328,4718539772,5516982664,6019805490,5053665797,4602316793,4524217751,4438435493,4577211767,6685595088,8320902215,9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69825641851,73992591285,85506243834,82274812251
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34343961073,34601740323,39725383601,41153912663
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142497658,1133013286,1304361353,1362072217,1532105006,1957724748,2288761917,2705665380,3246481368,3765249711,4914365395,5665606115,6311207516,7046147442,7176892950,7267571196,6797792474,6547670439,6774193548,6860272608,7371692469,8246479395,10643253443,12160056755,14874098382,18439981804,21027018551,21587786005,28241799668,36845887225,43189724080,51536592939,54902831794,45048188248,45070807280,50440935654,55284309690,55204961000,25459685020,30123795337,21979475561
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875858,,,772921756.3,,,,,,,,
